iter	RMSE
259	4.590158265
260	4.588286376
261	4.585411711
262	4.578227435
263	4.576040982
264	4.57164275
265	4.569586022
266	4.56653106
267	4.563114895
268	4.561673363
269	4.559470804
270	4.557495932
271	4.557218428
272	4.549859139
273	4.548560947
274	4.547974784
275	4.546207622
276	4.538998918
277	4.535145872
278	4.527924855
279	4.524182851
280	4.522566357
281	4.521732179
282	4.517354656
283	4.515140741
284	4.510110508
285	4.509867984
286	4.508078135
287	4.503059994
288	4.499727409
289	4.496775185
290	4.494616389
291	4.494392858
292	4.489538447
293	4.488257468
294	4.482172025
295	4.480462933
296	4.478405197
297	4.476090918
298	4.47288169
299	4.469704008
300	4.465742647
301	4.461712019
302	4.459628363
303	4.454986837
304	4.44831501
305	4.444050901
306	4.438505789
307	4.432616128
308	4.426737681
309	4.424835061
310	4.418405331
311	4.415169001
312	4.4148906
313	4.408581311
314	4.403711694
315	4.400351781
316	4.397835158
317	4.39285693
318	4.388794674
319	4.383638724
320	4.382988081
321	4.378250721
322	4.375640874
323	4.372525633
324	4.370339444
325	4.366053345
326	4.365000908
327	4.36322416
328	4.358606655
329	4.355858898
330	4.352003495
331	4.346234445
332	4.342560799
333	4.342365308
334	4.340628838
335	4.338893764
336	4.333035794
337	4.330814313
338	4.328095805
339	4.32275571
340	4.320294832
341	4.314755245
342	4.312307232
343	4.307789568
344	4.307432683
345	4.306568879
346	4.305997383
347	4.30327427
348	4.300595792
349	4.297503144
350	4.296449367
351	4.29349595
352	4.289200675
353	4.285459394
354	4.284183616
355	4.283328696
356	4.279677345
357	4.273783686
358	4.272605151
359	4.269953607
360	4.268712128
361	4.264595692
362	4.26002801
363	4.259654373
364	4.257132119
365	4.252709772
366	4.247079694
367	4.242902778
368	4.239630697
369	4.236826113
370	4.236648353
371	4.234073594
372	4.231880609
373	4.227828266
374	4.227673764
375	4.227384804
376	4.224296246
377	4.221364403
378	4.218372723
379	4.216704309
380	4.211817846
381	4.208526797
382	4.207598483
383	4.20743321
384	4.205556056
385	4.201923663
386	4.198805719
387	4.196730937
388	4.196578528
389	4.194988795
390	4.192468702
391	4.190265769
392	4.189151893
393	4.184982039
394	4.182198298
395	4.180649192
396	4.180357934
397	4.176728918
398	4.173847237
399	4.171469446
400	4.170198192
401	4.167823875
402	4.164084927
403	4.160623657
404	4.156089066
405	4.152468469
406	4.148763381
407	4.14840978
408	4.142153148
409	4.13992061
410	4.136449243
411	4.132976949
412	4.128468194
413	4.126951264
414	4.123995302
415	4.122550095
416	4.117321594
417	4.115212478
418	4.113151402
419	4.108159329
420	4.106326312
421	4.104211111
422	4.101816154
423	4.096409031
424	4.092616449
425	4.090968014
426	4.087525258
427	4.084237181
428	4.081874999
429	4.078859528
430	4.077264806
431	4.073571233
432	4.070143043
433	4.068910559
434	4.066716388
435	4.063518744
436	4.058736938
437	4.056699279
438	4.056148898
439	4.052389479
440	4.052252476
441	4.046634969
442	4.046305317
443	4.043360021
444	4.041496128
445	4.040809242
446	4.035519272
447	4.03529204
448	4.030674982
449	4.027366179
450	4.024703633
451	4.022408519
452	4.020156442
453	4.019220845
454	4.01853204
455	4.015472865
456	4.014414093
457	4.011515376
458	4.01128754
459	4.008084251
460	4.00534888
461	4.000810588
462	3.997782742
463	3.996314956
464	3.992182351
465	3.990550301
466	3.988472428
467	3.986707813
468	3.983685703
469	3.9817967
470	3.979206949
471	3.978960155
472	3.974889539
473	3.972679823
474	3.971703277
475	3.969680381
476	3.966966164
477	3.966787292
478	3.96338055
479	3.958561854
480	3.95479204
481	3.9534195
482	3.950921679
483	3.947148339
484	3.946077523
485	3.9439983
486	3.942666279
487	3.940208242
488	3.937830392
489	3.933849063
490	3.932554604
491	3.929977773
492	3.927626685
493	3.924673507
494	3.921457355
495	3.91831297
496	3.914372756
497	3.913497922
498	3.911309463
499	3.907725461
500	3.905805978
501	3.902454565
502	3.901849278
503	3.898190669
504	3.895259877
505	3.893431405
506	3.891222484
507	3.889152743
508	3.887041634
509	3.883545618
510	3.879731605
511	3.876188632
512	3.875644489
513	3.875406615
514	3.872999057
515	3.872620098
516	3.870520017
517	3.870291414
518	3.867407561
519	3.864297284
520	3.86208083
521	3.861585632
522	3.858165723
523	3.857157633
524	3.853928561
525	3.850308986
526	3.84720824
527	3.844727906
528	3.841538789
529	3.838871842
530	3.838309624
531	3.838217379
532	3.835946718
533	3.832465223
534	3.830188271
535	3.82786828
536	3.82595968
537	3.825775817
538	3.825276792
539	3.82298132
540	3.82029792
541	3.81978456
542	3.818071976
543	3.816606828
544	3.816453848
545	3.816061714
546	3.813195681
547	3.810913027
548	3.807467389
549	3.803685618
550	3.803249038
551	3.798981231
552	3.797733139
553	3.795695738
554	3.793214177
555	3.791622833
556	3.790081331
557	3.78649637
558	3.783679834
559	3.781348017
560	3.779918432
561	3.776478574
562	3.775183812
563	3.774384974
564	3.771748124
565	3.770123293
566	3.766657104
567	3.766525499
568	3.765691652
569	3.763650191
570	3.760498505
571	3.758359881
572	3.755253818
573	3.754913559
574	3.749670115
575	3.748561609
576	3.746576833
577	3.743701163
578	3.742244509
579	3.741426717
580	3.738383678
581	3.734114795
582	3.732423449
583	3.729486573
584	3.728819087
585	3.728039152
586	3.723854348
587	3.722889309
588	3.720854345
589	3.71918428
590	3.716013246
591	3.714317014
592	3.710930763
593	3.707546448
594	3.704471763
595	3.702743991
596	3.701361279
597	3.698637169
598	3.697042479
599	3.696521295
600	3.693662624
601	3.690165034
602	3.689839659
603	3.687494392
604	3.686037235
605	3.684905653
606	3.682556971
607	3.681285008
608	3.678657142
609	3.677794066
610	3.675491788
611	3.671472824
612	3.670289167
613	3.668533839
614	3.66583691
615	3.663754777
616	3.660709989
617	3.660284276
618	3.659120726
619	3.655145362
620	3.651569727
621	3.649008835
622	3.646568242
623	3.643547042
624	3.64137565
625	3.636886712
626	3.634650834
627	3.633822569
628	3.632284097
629	3.631529174
630	3.627779991
631	3.626493042
632	3.622193186
633	3.620617721
634	3.619039698
635	3.617116095
636	3.615517288
637	3.61366653
638	3.611868153
639	3.608572931
640	3.604712998
641	3.601805565
642	3.600359531
643	3.600215055
644	3.598153206
645	3.595530855
646	3.592997516
647	3.58862092
648	3.585886495
649	3.583900706
650	3.578468004
651	3.57828141
652	3.578093326
653	3.576819497
654	3.573499942
655	3.571333192
656	3.569611528
657	3.569109442
658	3.565058752
659	3.563465302
660	3.560951583
661	3.559485889
662	3.557147807
663	3.554211781
664	3.552032489
665	3.551103405
666	3.550255713
667	3.54842996
668	3.547051123
669	3.543949318
670	3.541434549
671	3.541135957
672	3.540581856
673	3.539442204
674	3.538077322
675	3.536721327
676	3.535341899
677	3.533117923
678	3.532320494
679	3.530602287
680	3.529650755
681	3.526042932
682	3.524173086
683	3.522758167
684	3.519541444
685	3.518828244
686	3.517465331
687	3.515055525
688	3.514913828
689	3.512871845
690	3.511419702
691	3.509545553
692	3.50758592
693	3.504994868
694	3.504454156
695	3.502439143
696	3.50081814
697	3.498696701
698	3.498447585
699	3.498320479
700	3.497417717
701	3.497154097
702	3.496687276
703	3.495493655
704	3.493207459
705	3.493013743
706	3.492897366
707	3.490963757
708	3.489757173
709	3.488760416
710	3.487320183
711	3.485354069
712	3.483881655
713	3.482372049
714	3.479905707
715	3.476945393
716	3.475635829
717	3.471708
718	3.47057663
719	3.467610717
720	3.466282201
721	3.465242805
722	3.464124483
723	3.46198018
724	3.461701943
725	3.461508435
726	3.459962829
727	3.456760098
728	3.455406706
729	3.455329308
730	3.452429056
731	3.451419168
732	3.450302958
733	3.44883723
734	3.446439627
735	3.442668975
736	3.442089384
737	3.440546103
738	3.440345842
739	3.435554889
740	3.435269899
741	3.434215197
742	3.431250454
743	3.430669755
744	3.427878601
745	3.427590777
746	3.427453248
747	3.427199256
748	3.425944683
749	3.424257218
750	3.419935037
751	3.419762452
752	3.415598952
753	3.413682799
754	3.412644039
755	3.410882009
756	3.408886942
757	3.406094738
758	3.40150429
759	3.400589867
760	3.399889899
761	3.398645884
762	3.395999959
763	3.394065459
764	3.391511993
765	3.390946901
766	3.389088015
767	3.38762173
768	3.386483101
769	3.381883827
770	3.379911901
771	3.378420608
772	3.376870139
773	3.376076724
774	3.374171225
775	3.371222391
776	3.368634198
777	3.368180104
778	3.366762805
779	3.364481455
780	3.363558126
781	3.362547978
782	3.361454743
783	3.359630845
784	3.356551021
785	3.353488484
786	3.350551567
787	3.348618979
788	3.346771597
789	3.345181627
790	3.341834116
791	3.340398795
792	3.338457662
793	3.338271012
794	3.337334155
795	3.333874782
796	3.333789052
797	3.331956516
798	3.331174724
799	3.329520179
800	3.328799898
801	3.326246688
802	3.3254205
803	3.323720104
804	3.322225616
805	3.320945444
806	3.320395526
807	3.318156833
808	3.315609004
809	3.313737385
810	3.313570743
811	3.308255602
812	3.307142495
813	3.305628878
814	3.304133193
815	3.301362335
816	3.300814079
817	3.299315374
818	3.298107059
819	3.297680293
820	3.296274449
821	3.293410036
822	3.29186729
823	3.288495262
824	3.286263438
825	3.2857376
826	3.284143005
827	3.282571247
828	3.281536179
829	3.280453508
830	3.280281256
831	3.278473425
832	3.276409538
833	3.275602157
834	3.275108417
835	3.272976822
836	3.269937225
837	3.269872123
838	3.269869366
839	3.269204864
840	3.268522316
841	3.265771125
842	3.265502515
843	3.262685801
844	3.261756295
845	3.261385156
846	3.25953056
847	3.259301035
848	3.258248905
849	3.257252041
850	3.253100084
851	3.252023116
852	3.249691657
853	3.24905694
854	3.247584642
855	3.246465467
856	3.246353762
857	3.24576958
858	3.244052567
859	3.241741457
860	3.241584079
861	3.239905085
862	3.237105342
863	3.233827669
864	3.231800698
865	3.22830834
866	3.228026203
867	3.226200239
868	3.222886552
869	3.220617163
870	3.219686655
871	3.218731403
872	3.217039186
873	3.216835407
874	3.216420257
875	3.21415958
876	3.213046709
877	3.210145564
878	3.207881214
879	3.206444223
880	3.20571983
881	3.204863479
882	3.203935627
883	3.202842328
884	3.200157184
885	3.197267438
886	3.194351273
887	3.193489166
888	3.191628487
889	3.190996081
890	3.1895812
891	3.188572625
892	3.18770561
893	3.186308137
894	3.184295838
895	3.182762195
896	3.182342453
897	3.180681664
898	3.179507332
899	3.179313913
900	3.176601737
901	3.176415202
902	3.175539711
903	3.172743717
904	3.171273582
905	3.170664783
906	3.169229833
907	3.166719496
908	3.165518167
909	3.16442742
910	3.161501604
911	3.160133893
912	3.158297875
913	3.157483811
914	3.154234056
915	3.15206993
916	3.147988306
917	3.146106878
918	3.143686578
919	3.141080541
920	3.140982157
921	3.138877446
922	3.137657925
923	3.134277277
924	3.133162626
925	3.131518557
926	3.12838844
927	3.125052195
928	3.124275464
929	3.123644255
930	3.122760581
931	3.122045425
932	3.119671487
933	3.118462307
934	3.117697364
935	3.115340973
936	3.113609926
937	3.11219931
938	3.110828145
939	3.109642471
940	3.109223917
941	3.108738637
942	3.107956361
943	3.107596939
944	3.105109015
945	3.104962804
946	3.103710171
947	3.102643671
948	3.099594959
949	3.097753112
950	3.096575327
951	3.095358044
952	3.092661958
953	3.091780962
954	3.089135312
955	3.086186103
956	3.086083593
957	3.083297034
958	3.083275522
959	3.081754532
960	3.080191819
961	3.078035392
962	3.077117316
963	3.074203277
964	3.072860282
965	3.071237624
966	3.068985746
967	3.066781686
968	3.065959481
969	3.063746151
970	3.062790702
971	3.060847967
972	3.058477043
973	3.056390524
974	3.056241853
975	3.055721673
976	3.053147998
977	3.053057993
978	3.051629888
979	3.049488689
980	3.048051876
981	3.045629645
982	3.044512739
983	3.043507784
984	3.043021459
985	3.041007347
986	3.040016831
987	3.039557015
988	3.038815941
989	3.036716053
990	3.03650909
991	3.033516716
992	3.032154158
993	3.029241305
994	3.027876445
995	3.026349298
996	3.025482102
997	3.024410314
998	3.02415959
999	3.023655361
